"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006816","calcium ion transport","133/3925","416/18842",0.319711538461538,1.53477829495345,5.65764853401373,5.09806460234112e-08,3.63433123350604e-06,3.63433123350604e-06,"SLC24A4/CCL2/RYR3/TMEM37/ORAI2/CACNA1D/CNGA2/TRPM1/CCR7/CDH23/ATP2A3/JPH2/CCL21/CLIC2/CACNA1H/CACNG5/PLCH2/PLPP4/FCRL3/CHRNA2/CACHD1/CACNA1I/RGS4/EDN1/CASQ2/RAMP2/HTR3A/TRPA1/CHRNA7/SLC8A3/CAPN3/CNGA1/CACNA2D2/CAV3/P2RX5/CHRNA9/MICU3/CACNB3/TRPM3/P2RY6/MCOLN2/CCL19/CHRNA5/JPH1/DRD2/TRDN/TOR2A/HTR2A/GPER1/LACRT/F2R/SRL/CACNG8/HRC/TRPM2/ATP2C2/CHRNB4/EGF/SNCA/SLC8A2/CXCL11/CD19/BSPRY/ANK2/CSN2/OPRD1/JPH3/CACNA2D1/UCN/IL13/CBARP/ANO6/GRIN2D/GCK/CAMK2A/SCN11A/TRPC1/MCHR1/DMD/PRNP/TMC2/ATP1A2/EPO/CX3CL1/NALF1/TMC1/FAIM2/CHRNA6/RAMP1/CALHM1/GPM6A/EPPIN/MS4A1/TMBIM1/AKAP6/AKAP5/FGF2/CXCL12/CEMIP/PKD1L2/CAV1/HOMER3/BIN1/CACNG6/TRPM6/CYP27B1/NALF2/CNGA3/CACNG4/GRIN2B/CXCL10/P2RX6/CXCL9/NOS1/MYLK/SLC24A2/CHRNA4/TRPM5/TRPC6/GRIN2A/ADORA2A/EDNRB/PLN/ANO9/CACNG1/JPH4/CXCR3/CATSPER1/GSTM2/ADCYAP1R1/CACNA1G/NTSR1/PKD2",133
"GO:0060993","kidney morphogenesis","33/3925","64/18842",0.515625,2.4752627388535,6.0640916099399,5.16007387256407e-08,3.63433123350604e-06,3.63433123350604e-06,"NOG/CITED1/FOXJ1/KLHL3/GATA3/HS3ST3A1/STAT1/TCF21/WT1/WNT7B/BMP2/IRX1/GDNF/KIF26B/WNK4/LGR4/OSR1/SIX4/MAGED1/LHX1/BASP1/PAX2/FGF1/FOXD1/NPNT/FGF2/AGT/SIX2/GPC3/GREM1/SHH/WNT11/PKD2",33
"GO:0071695","anatomical structure maturation","69/3925","180/18842",0.383333333333333,1.84019532908705,5.80989767114475,5.17657045592315e-08,3.63433123350604e-06,3.63433123350604e-06,"SLC24A4/LEP/EBP/TDRKH/ROPN1L/ADAMTS12/FLVCR1/TMEM79/CCL21/SLC26A3/EDN1/CCDC154/CCR6/LGI4/ADAMTS7/ZBTB16/CFTR/DEFB1/ACVRL1/IGF1/EPB42/TDRD6/BNC1/MYOC/P2RX5/CCL19/CCNB1/PPARG/ADGRB3/BMP2/BAIAP3/PDE3A/SPINK5/FGFR3/KCNB1/LHX6/CATSPERQ/TRIM58/LSM14B/CABYR/KIF14/SIX3/PCSK4/SMIM45/PAX2/CATSPERT/EPO/CLEC7A/S1PR1/CX3CL1/EREG/RECK/CNTNAP2/NRCAM/TUBB8/CEND1/ROPN1/NPR2/PLEK2/EPHA8/KCNIP2/GREM1/NKX6-1/EDNRB/GAL/C3/PAEP/CATSPER1/RND1",69
"GO:0043410","positive regulation of MAPK cascade","136/3925","428/18842",0.317757009345794,1.52539555925948,5.63982038943043,5.44886375979282e-08,3.77941068254545e-06,3.77941068254545e-06,"MT3/INHBA/GHR/LEP/NOD2/SEMA7A/CCR7/EZH2/OPRK1/IL11RA/EDN3/CCL21/SEMA3A/PRKCA/FCRL3/FLT4/FGF9/FZD7/CAV2/CIB1/RASGRP1/EDN1/PLA2G2A/EGFR/DDR2/GDF15/ACTA2/CALCR/ALKAL2/IGF1/DUSP15/CHRNA7/ERBB2/ADRB2/NTF3/SRC/MYOC/GPR37L1/NTRK2/ERBB3/SOX2/CRIPTO/P2RY6/IGF2/MST1R/CCL19/ANGPT1/ADRA2B/TENM1/NPY5R/TRAF2/MID1/DRD2/WNT7B/BMP2/HTR2A/RASGRF1/WNT7A/PDGFD/GPER1/NTRK3/F2R/RET/THPO/DRD4/IL6/FGFR3/SPRY2/RELL2/SASH1/FGA/GRM4/EGF/IL34/CD36/EDAR/TEK/KIT/NRXN1/ACKR3/MAPK8IP2/PDE8B/IL13/AVPI1/FGF1/FLT3/ADAM8/BMPER/NRP1/EPO/INAVA/CLEC7A/FGF5/PDGFRA/ADRB1/CX3CL1/MTURN/PLA2G5/FERMT2/CXCL17/NPNT/S100A7/CARTPT/FGF17/ELANE/SH3RF2/IGFBP6/FGF2/IL1R1/MIR27B/NRG1/FGF16/ADRA1A/DKK1/GADD45G/FGFR4/PELI2/GPBAR1/NODAL/S100A12/AKAP12/LPAR1/IL11/EPHA8/MARCO/EPGN/MIR126/EPHA4/ADORA2A/IL27/CD27/PECAM1/FFAR4/FGF7/ADRB3/PYCARD",136
"GO:0035725","sodium ion transmembrane transport","72/3925","191/18842",0.37696335078534,1.8096161670057,5.76867211625782,5.94559116350121e-08,4.07485337241386e-06,4.07485337241386e-06,"SLC4A4/SLC24A4/UTRN/SLC28A3/PCSK9/SLC13A2/TESC/SCN7A/SLC8A3/CNGA1/CAV3/FXYD6/SLC13A5/SLC12A3/SLC4A8/SLC5A5/SLC34A3/ATP1A4/SLC6A11/HCN2/SCN9A/WNK4/SCN3A/TRPM2/SLC6A4/OSR1/SLC17A7/SLC5A8/ATP1B2/KCNK9/SLC8A2/ATP1A3/KCNK3/ANO6/SCN11A/DMD/SCN5A/SCN4B/FXYD2/ATP1A2/NALF1/SLC6A2/ASIC3/SCN4A/SCN3B/ATP4A/SLC23A1/SCN2A/SLC5A10/SLC5A2/HCN1/AGT/SLC20A1/SLC5A12/SLC38A5/CNGA3/SCN2B/KCNK1/NOS1/SLC6A9/SLC24A2/SHROOM2/TRPM5/SLC12A1/ATP12A/GRIN2A/SLC9A9/SLC5A4/FXYD1/SLC34A2/SLC5A1/PKD2",72
"GO:0045471","response to ethanol","54/3925","130/18842",0.415384615384615,1.99405781479667,5.83383680536708,6.51943435216348e-08,4.37792773721854e-06,4.37792773721854e-06,"LEP/CLDN5/OPRK1/SREBF1/PRKCA/RGS2/HMGCS2/GATA3/BAK1/TACR1/RGS4/CA3/CLDN18/PPARA/CYP7A1/TH/CCND1/TDO2/NPY5R/DRD2/HPGD/NTRK3/ABAT/DRD4/PENK/GFAP/CCL7/RBP4/CDK1/OPRD1/CLDN3/IL13/FOS/FOSB/FAAH/CSF3/CARTPT/CRHBP/FGF2/SLC2A4/ADH7/CDO1/MSTN/CAT/PARP1/GRIN2B/PNOC/GRIN2A/S100B/KCNC2/GAL/CNR2/ACTG2/ADCYAP1R1",54
"GO:0043269","regulation of monoatomic ion transport","124/3925","383/18842",0.323759791122715,1.55421197053101,5.62085347879022,6.53989552546108e-08,4.37792773721854e-06,4.37792773721854e-06,"CCL2/LEP/UTRN/KCNH2/PCSK9/CACNA1D/ACTN2/OPRK1/JPH2/STAC/KCNS3/CLIC2/PLPP4/TESC/FCRL3/RGS4/EDN1/PER1/CASQ2/CLDN10/TRPA1/CAPN3/CAV3/P2RX5/FXYD6/KCNG2/DPP6/CACNB3/P2RY6/MMP9/NKAIN4/JPH1/DRD2/TRDN/TOR2A/HTR2A/GPER1/GNB2/LACRT/F2R/NKAIN2/WNK4/HRC/KISS1R/SLC6A4/KCNF1/OSR1/EGF/ATP1B2/KCNIP1/STAC2/SNCA/CXCL11/CD19/ANK2/OPRD1/JPH3/CACNA2D1/UCN/IL13/CBARP/ANO6/GRIN2D/CAMK2A/GABRE/TRPC1/MCHR1/DMD/SCN5A/LRRC38/SCN4B/PRNP/FXYD2/ATP1A2/EPO/NKAIN1/KCNE1/CX3CL1/KCNAB1/ABCB1/CALHM1/ATP8B1/EPPIN/IFNG/MS4A1/AKAP6/SCN3B/AKAP5/CXCL12/CEMIP/CAV1/HOMER3/BIN1/CACNG6/KCNG3/KCNS1/AGT/PRSS8/GRIN2B/CXCL10/NKX2-5/ABCC8/FHL1/SCN2B/CXCL9/NOS1/KCNIP2/MYLK/TRPC6/GRIN2A/ADORA2A/KCNC2/PLN/CACNG1/LRRC26/KCNJ2/JPH4/CXCR3/FXYD1/KCNG1/GSTM2/ADCYAP1R1/NTSR1/PKD2",124
"GO:0015698","inorganic anion transport","62/3925","157/18842",0.394904458598726,1.89574262647572,5.7811944545865,6.83813177675719e-08,4.52495685503347e-06,4.52495685503347e-06,"SLC25A27/GABRP/CRY2/GABRG2/SLC1A3/CLIC2/ANO3/PACC1/CLCNKB/CLCN1/TTYH3/SLC26A3/GABRG1/SLC37A1/GLRA3/CFTR/P2RX5/NMUR1/CLIC5/SLC12A3/SLC4A8/SLC5A5/SLC34A3/SLC1A1/SLC12A5/CLNS1A/SLC17A7/SLC5A8/GABRG3/RACGAP1/GABRQ/CLDN3/ANO6/GABRE/SLC1A7/SLC11A1/CLIC6/OCA2/SLC4A1/SLC6A2/ABCB1/ATP8B1/CLCN2/GABRA2/GABRD/TMC4/ANO7/GABRA4/ABCC6/CLIC3/CLCA4/SLC20A1/KCNK1/ABCG2/SLC25A10/SLC12A1/DCD/ANO9/GABRR1/FXYD1/SLC34A2/GABRA3",62
"GO:0000280","nuclear division","134/3925","422/18842",0.317535545023697,1.52433241766535,5.58790716703855,7.13164812620008e-08,4.66555662074248e-06,4.66555662074248e-06,"SMC4/REEP4/PDXP/SPC25/CDC25C/ANKRD53/KIF11/MYBL1/TDRKH/CENPI/SGO2/KIFC1/EDN3/RCC1/SPIRE2/TESMIN/FBXO43/UBE2C/SYCP2/CAV2/IHO1/KIF22/CENPK/EDN1/PRC1/MAPK15/PLK1/RGCC/RMI1/ZWILCH/IGF1/DCAF13/ESPL1/KNSTRN/KIF25/SPATA22/SYCP1/GEN1/IGF2/NDC80/UHRF1/CENPS/CCNB1/BIRC5/SYCE1/CENPF/TEX14/NCAPH/KAT2B/MAD2L1/P3H4/DLGAP5/TOP2A/SKA3/NEK2/TTK/BUB1/FMN2/KIF4A/EGF/NCAPG2/TEX11/DUSP1/FANCD2/CDK1/BRCA2/RACGAP1/KIF2C/SPAG5/AURKB/NPM2/CENPE/KIF14/CDC14A/KIF18B/UBE2S/RAD54L/NUF2/CENPX/EME1/HFM1/PKMYT1/CENPA/BRIP1/RAD54B/CDCA8/AURKA/ANLN/TUBG1/CDCA2/EME2/CHEK1/EREG/KNL1/CDC20/HORMAD1/SKA1/NCAPG/CEP85/BUB1B/HASPIN/RAD51AP1/EPS8/SYCE3/CDC14B/RBM46/PTTG1/USP44/TUBB8/KIF23/KIF18A/RRS1/SGO1/MKI67/CCDC8/MAJIN/NPR2/CYP26B1/EPGN/MISP/HSF2BP/CDT1/PSRC1/RAD51/ANAPC11/TDRD12/TTN/HSPA2/SPC24/TRIP13/TPX2/KIF15/ZWINT/MAEL",134
"GO:0050801","monoatomic ion homeostasis","148/3925","478/18842",0.309623430962343,1.48635023852037,5.52472289554823,8.87821116065569e-08,5.74290580358368e-06,5.74290580358368e-06,"SLC4A4/SLC39A6/MT3/C19orf12/SLC24A4/CYB561/SLC25A27/RYR3/KCNH2/TMEM9/SMAD9/CP/FLVCR1/CDH23/TFR2/ATP2A3/CCL14/CALCB/ALPL/CYP4F2/BAX/EDN3/SLAMF8/JPH2/KLHL3/CDH5/TESMIN/TMPRSS6/TESC/MT1M/SLC26A3/BAK1/CAV2/EDN1/CASQ2/KCNA1/CNR1/PTH1R/CFTR/CCL23/TRPA1/SCN7A/CHRNA7/TMPRSS3/SLC8A3/CYP4F12/CAV3/FXYD6/CORIN/CLN3/MICU3/HPX/SLC4A8/CCL19/KCNH1/ACO1/DRD2/TRDN/BMP2/SLC7A11/TF/HTR2A/RGN/SLC1A1/ATP1A4/SLC12A5/GPHRA/GPER1/WNK4/CPS1/DRD4/FTMT/HCRTR1/HRC/ATP2C2/CCL7/CCL11/SPX/ATP1B2/ROGDI/EDN2/SLC8A2/SLC39A4/ANK2/SV2B/MT1A/ATP1A3/ATP6AP1/KCNA5/CIB3/TRPC1/SLC30A8/S100A14/SCO2/PRNP/ATP1A2/SLC11A1/TMEM178A/OCA2/ATP13A5/SLC4A1/CALB2/ERFE/IFNG/BOK/ADCY8/RAB38/TCIRG1/CA12/CARTPT/ELANE/NPR1/DMTN/CXCL12/ATP4A/CAV1/CCL13/ABCC6/HEPHL1/BOLA1/NT5E/TNNI3/BOLA2/AVPR1A/CYP27B1/OTC/BMP6/AGT/SCARA5/GPHRB/ATP13A2/ALAS2/ATP7B/PDK4/BOLA2B/SLC24A2/ATP12A/TRPC6/SLC9A9/MT1X/EDNRB/PLN/KCNJ2/FXYD1/UMOD/ATP6V0B/MT1H/ARF1",148
"GO:0001823","mesonephros development","36/3925","74/18842",0.486486486486487,2.33538302633844,5.90396500617233,8.99578590531465e-08,5.75430438409961e-06,5.75430438409961e-06,"NOG/CITED1/FOXJ1/GATA3/ZBTB16/HS3ST3A1/TCF21/WT1/BMP2/GDNF/KIF26B/EPCAM/LGR4/OSR1/SIX4/MAGED1/LHX1/BASP1/PAX2/SFRP1/FGF1/FOXD1/ROBO2/BMPER/NPNT/FGF2/SIM1/CAT/SLIT2/AGT/SIX2/GPC3/GREM1/SHH/WNT11/PKD2",36
"GO:0061333","renal tubule morphogenesis","29/3925","54/18842",0.537037037037037,2.5780514272234,5.95674236683421,1.03858995668971e-07,6.57050811061828e-06,6.57050811061828e-06,"NOG/CITED1/KLHL3/GATA3/HS3ST3A1/TCF21/WT1/BMP2/IRX1/GDNF/KIF26B/WNK4/LGR4/OSR1/SIX4/MAGED1/LHX1/PAX2/FGF1/FOXD1/NPNT/FGF2/AGT/SIX2/GPC3/GREM1/SHH/WNT11/PKD2",29
"GO:0010669","epithelial structure maintenance","23/3925","38/18842",0.605263157894737,2.90557157224271,6.03146764975737,1.14635206769846e-07,7.17342266710871e-06,7.17342266710871e-06,"NOD2/CRACD/HTR4/LSR/PIWIL4/MUC2/HSPB1/LACRT/PKP3/TFF3/ILDR1/MUC13/RBP4/FREM2/INAVA/TFF1/TLR4/MUC4/VSIG1/FREM1/MUC6/TFF2/FREM3",23
"GO:0051216","cartilage development","55/3925","136/18842",0.404411764705882,1.94138254027726,5.65166210517377,1.45339736641431e-07,8.9969985359647e-06,8.9969985359647e-06,"GHR/HOXD3/CNMD/BMP8B/LEP/NOG/ADAMTS12/NR5A2/BMP5/GATA3/WNT10B/ADAMTS7/ZBTB16/ACVRL1/MBOAT2/HMGA2/TGFBR2/TRPS1/EPYC/BMP8A/GDF5/WNT7B/BMP2/MDK/WNT7A/COL2A1/CCN3/BMPR1B/FGFR3/SOX5/OSR1/COL3A1/RUNX2/SULF1/FGF2/CCN4/SNORC/EFEMP1/OGN/BMP6/SIX2/BMP3/TIMP1/NPR2/MGP/OTOR/NFIB/NKX3-2/SCX/PKDCC/GREM1/HYAL3/HYAL1/GPLD1/WNT11",55
"GO:0055080","monoatomic cation homeostasis","144/3925","466/18842",0.309012875536481,1.48341926136519,5.42028943949479,1.50808224230438e-07,9.18978143562028e-06,9.18978143562028e-06,"SLC4A4/SLC39A6/MT3/C19orf12/SLC24A4/CYB561/SLC25A27/RYR3/KCNH2/TMEM9/SMAD9/CP/FLVCR1/CDH23/TFR2/ATP2A3/CCL14/CALCB/ALPL/CYP4F2/BAX/EDN3/SLAMF8/JPH2/KLHL3/CDH5/TESMIN/TMPRSS6/TESC/MT1M/SLC26A3/BAK1/CAV2/EDN1/CASQ2/KCNA1/CNR1/PTH1R/CFTR/CCL23/TRPA1/SCN7A/CHRNA7/TMPRSS3/SLC8A3/CYP4F12/CAV3/FXYD6/CORIN/CLN3/MICU3/HPX/SLC4A8/CCL19/KCNH1/ACO1/DRD2/TRDN/BMP2/SLC7A11/TF/HTR2A/RGN/SLC1A1/ATP1A4/SLC12A5/GPHRA/GPER1/WNK4/DRD4/FTMT/HCRTR1/HRC/ATP2C2/CCL7/CCL11/SPX/ATP1B2/ROGDI/EDN2/SLC8A2/SLC39A4/ANK2/SV2B/MT1A/ATP1A3/ATP6AP1/KCNA5/CIB3/TRPC1/SLC30A8/S100A14/SCO2/PRNP/ATP1A2/SLC11A1/TMEM178A/OCA2/ATP13A5/SLC4A1/CALB2/ERFE/IFNG/BOK/ADCY8/RAB38/TCIRG1/CARTPT/ELANE/NPR1/DMTN/CXCL12/ATP4A/CAV1/CCL13/ABCC6/HEPHL1/BOLA1/NT5E/TNNI3/BOLA2/AVPR1A/CYP27B1/BMP6/AGT/SCARA5/GPHRB/ATP13A2/ALAS2/ATP7B/PDK4/BOLA2B/SLC24A2/ATP12A/TRPC6/SLC9A9/MT1X/EDNRB/PLN/KCNJ2/FXYD1/ATP6V0B/MT1H/ARF1",144
"GO:0015833","peptide transport","84/3925","238/18842",0.352941176470588,1.69429748969652,5.52919578900414,1.51646558343569e-07,9.18978143562028e-06,9.18978143562028e-06,"LEP/NMU/RIMS2/PYY/TFR2/NHERF1/EDN3/ECRG4/CLEC4M/PRKCA/BRSK2/TAP1/NPY2R/GHRH/EDN1/MLXIPL/EPHA5/CD209/PRKD1/TRPA1/RASL10B/UQCC2/BMP8A/DRD2/TOR2A/PRKACB/SLC25A22/BAIAP3/ITSN1/ALDOA/GPER1/CCN3/ABAT/IL6/KCNB1/STX1A/MYRIP/KCNJ11/ILDR1/FGA/TCF7L2/RBP4/PER2/GJA1/FFAR3/PDE8B/PASK/CACNA2D1/UCN/KCNA5/PRKN/GCK/RFX6/RAB3A/SLC30A8/ADCY5/CAMP/FAM3D/SCT/RAPGEF3/IFNG/CHGA/ADCY8/CARTPT/CRHBP/DOC2B/FOXO1/ABCA12/MGST1/VIP/MAFA/CACNG4/ABCC8/TRPM5/NNAT/HADH/NKX6-1/PTPRN2/IRS2/BLK/GAL/GPLD1/FFAR4/SLC25A39",84
"GO:0051899","membrane depolarization","43/3925","97/18842",0.443298969072165,2.1280609363714,5.71355964613716,1.5665798251378e-07,9.3671792242146e-06,9.3671792242146e-06,"KCNH2/CACNA1D/CHRNA2/EDN1/CHRNA7/SRC/ALB/MYOC/CAV3/CDKN2A/CHRNA9/CHRNA5/HCN2/SCN9A/SCN3A/KISS1R/SLC6A4/MLLT11/CHRNB4/ANK2/CACNA2D1/SCN11A/SCN5A/SCN4B/DCN/ATP1A2/CHRNA6/ASIC3/CLCN2/BOK/SCN3B/CAV1/PARP1/IFI6/HCN1/KISS1/FHL1/SCN2B/CHRNA4/ADORA2A/KCNJ2/CACNA1G/NTSR1",43
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","70/3925","188/18842",0.372340425531915,1.78742377015856,5.5658630951811,1.578281022666e-07,9.3671792242146e-06,9.3671792242146e-06,"UNC5B/LEP/CCR7/XBP1/CCL21/GATA3/GRM2/EGFR/DDR2/GDF15/PRKD1/CALCR/IGF1/NTF3/SRC/MYOC/AKR1C3/MAZ/NTRK2/ERBB3/TYRO3/IGF2/MST1R/CCL19/VAV3/ANGPT1/ADRA2B/PDGFD/GPER1/NTRK3/F2R/RET/THPO/FGFR3/SPRY2/AKR1C2/P2RY12/TCF7L2/EGF/NTS/CD19/SEMA5A/TEK/KIT/NRXN1/FLT3/ADAM8/HBEGF/DCN/PDGFRA/CX3CL1/IL18/FERMT2/RELN/CSF3/ITGB1BP1/ERFE/FGF2/IL1R1/FN1/AGT/TXN/PROS1/LAMA1/EPHA8/MIR126/SELP/VAV2/IRS2/PECAM1",70
"GO:0015850","organic hydroxy compound transport","94/3925","275/18842",0.341818181818182,1.64090144759699,5.49183892811801,1.60081143103119e-07,9.4039504167822e-06,9.4039504167822e-06,"SLC16A7/NMB/PCSK9/FLVCR1/SLCO1C1/OPRK1/ECRG4/MIR145/APOA1/SLC29A4/GRAMD1A/GPM6B/GRM2/LCAT/PON1/APOB/GALR1/SPP1/MAPK15/AQP7B/NAXE/EEPD1/CES1/SLC16A3/TMEM97/ADRA2B/PPARG/PTCH1/DRD2/SYT1/SLC44A5/HTR2A/GDNF/MYB/ADIPOQ/SLC10A6/WNK4/ABAT/DRD4/KCNB1/AQP1/STX1A/SLC6A4/STRA6/SLC5A8/EGF/SLC44A4/RBP4/SNCA/KCNK9/CD36/SLCO1B1/FFAR3/SLC51B/PRKN/SLC6A2/CHRNA6/PLTP/TAC1/ATP8B1/SLC19A3/LIPC/SLC22A3/CHGA/CARTPT/AKR1C1/CXCL12/SLCO1B3-SLCO1B7/LRP1/CAV1/MIR27B/ABCA12/CETP/SLCO1A2/RILP/ABCA1/VIP/BMP6/AGT/SLC5A12/PNOC/ABCA8/PLA2G10/NOS1/CHRNA4/ADORA2A/ABCA5/GAL/AQP7/ABCB11/C1QTNF1/KCNA2/SHH/SLC5A1",94
"GO:0070372","regulation of ERK1 and ERK2 cascade","96/3925","283/18842",0.339222614840989,1.62844140352457,5.46401373310371,1.78392358775757e-07,1.0373785954263e-05,1.0373785954263e-05,"MT3/INHBA/MIR221/BTLA/NOD2/KLF4/SEMA7A/CCR7/XBP1/NHERF1/MIR205/DUSP6/MIR145/CCL21/PRKCA/FLT4/CIB1/RASGRP1/EPHB1/PLA2G2A/RGS14/CCN1/EGFR/DDR2/ACTA2/CALCR/ALKAL2/IGF1/DUSP15/CHRNA7/ERBB2/SRC/EZR/CHRNA9/PTPRR/P2RY6/CCL19/ANGPT1/NPY5R/DRD2/BMP2/HTR2A/PDGFD/GPER1/ADIPOQ/F2R/THPO/FGFR3/SPRY2/SPRY1/FGA/DUSP1/CD36/TEK/FBLN1/NRXN1/ACKR3/ATF3/PDE8B/IL13/LMO3/FGF1/SACK1D/BMPER/NRP1/EPO/PDGFRA/CX3CL1/MTURN/PLA2G5/FERMT2/CXCL17/ITGB1BP1/PSCA/NPNT/S100A7/FGF2/MIR27B/TLR4/NRG1/ADRA1A/SPRED3/FN1/FGFR4/GPBAR1/NODAL/AKAP12/MARCO/ROS1/MIR126/EPHA4/ADORA2A/NLRP6/FFAR4/ADRB3/PYCARD",96
"GO:0002790","peptide secretion","77/3925","214/18842",0.35981308411215,1.727286147985,5.48858189273801,2.01312785600514e-07,1.15895770670216e-05,1.15895770670216e-05,"LEP/NMU/RIMS2/PYY/TFR2/EDN3/ECRG4/PRKCA/BRSK2/NPY2R/GHRH/EDN1/MLXIPL/EPHA5/PRKD1/TRPA1/RASL10B/UQCC2/BMP8A/DRD2/TOR2A/PRKACB/SLC25A22/BAIAP3/ITSN1/ALDOA/GPER1/CCN3/ABAT/IL6/KCNB1/STX1A/MYRIP/KCNJ11/ILDR1/FGA/TCF7L2/RBP4/PER2/FFAR3/PDE8B/PASK/CACNA2D1/UCN/KCNA5/PRKN/GCK/RFX6/RAB3A/SLC30A8/ADCY5/CAMP/FAM3D/SCT/RAPGEF3/IFNG/CHGA/ADCY8/CARTPT/CRHBP/DOC2B/FOXO1/ABCA12/VIP/MAFA/CACNG4/ABCC8/TRPM5/NNAT/HADH/NKX6-1/PTPRN2/IRS2/BLK/GAL/GPLD1/FFAR4",77
"GO:0070588","calcium ion transmembrane transport","104/3925","314/18842",0.331210191082803,1.58997768672157,5.40775739868889,2.1432895962743e-07,1.22167506987635e-05,1.22167506987635e-05,"SLC24A4/RYR3/TMEM37/ORAI2/CACNA1D/CNGA2/TRPM1/CCR7/ATP2A3/JPH2/CCL21/CLIC2/CACNA1H/CACNG5/PLCH2/CACHD1/CACNA1I/EDN1/CASQ2/TRPA1/CHRNA7/SLC8A3/CAPN3/CNGA1/CACNA2D2/P2RX5/CHRNA9/MICU3/CACNB3/TRPM3/P2RY6/MCOLN2/CCL19/JPH1/DRD2/TRDN/TOR2A/HTR2A/GPER1/LACRT/F2R/CACNG8/HRC/TRPM2/ATP2C2/SNCA/SLC8A2/CXCL11/CD19/ANK2/JPH3/CACNA2D1/IL13/CBARP/ANO6/GRIN2D/SCN11A/TRPC1/DMD/PRNP/TMC2/ATP1A2/EPO/CX3CL1/NALF1/TMC1/FAIM2/CALHM1/GPM6A/MS4A1/TMBIM1/AKAP6/AKAP5/FGF2/CEMIP/PKD1L2/CAV1/BIN1/CACNG6/TRPM6/NALF2/CNGA3/CACNG4/GRIN2B/CXCL10/P2RX6/CXCL9/NOS1/SLC24A2/TRPM5/TRPC6/GRIN2A/EDNRB/PLN/ANO9/CACNG1/JPH4/CXCR3/CATSPER1/GSTM2/ADCYAP1R1/CACNA1G/NTSR1/PKD2",104
"GO:0006937","regulation of muscle contraction","65/3925","172/18842",0.377906976744186,1.81414605243668,5.50206157504324,2.30275542748644e-07,1.29970225451367e-05,1.29970225451367e-05,"NMU/EDN3/JPH2/MIR145/TNNT1/CLIC2/RGS2/TACR1/TNNT3/EDN1/CASQ2/KCNA1/CNN1/PRKD1/SLC8A3/ADGRD1/ADRB2/CACNA2D2/CAV3/CACNB3/ADRA2B/JPH1/TRDN/CTTN/GPER1/KCNB2/F2R/MYOCD/TACR3/ABAT/HRC/SPX/EDN2/KIT/ANK2/JPH3/MYLK2/CACNA2D1/UCN/DMD/SCN5A/GATA4/CTNNA3/ATP1A2/PROK2/NPNT/SCN4A/CHGA/MYL2/CAV1/BIN1/ADRA1A/TNNI3/MYL9/PPP1R12B/MYBPH/TNNC2/NKX2-5/NOS1/PLN/CACNG1/KCNJ2/JPH4/ADRB3/GSTM2",65
"GO:1901654","response to ketone","72/3925","197/18842",0.365482233502538,1.75450095379741,5.46063027787449,2.46476326910618e-07,1.37763515924702e-05,1.37763515924702e-05,"INHBA/GHR/GNG2/PTGER4/CCR7/F7/SREBF1/CYP1A1/CCL21/PRKCA/TGFBR3/HMGCS2/PNKD/TACR1/EDN1/SPP1/PCK1/HOXA9/CFTR/PRKD1/SRC/AKR1C3/CCND1/SLC12A3/TDO2/UCP1/NKX2-2/CCL19/SERPINF1/SLC5A5/HCN2/HOXA10/NTRK3/CA9/CPS1/SRD5A2/AKR1C2/TXNIP/AQP1/DUSP1/PCNA/SFRP1/HOXB13/FOS/PRKN/PSPH/FOSB/SCN11A/ADCY5/EPO/FOXP3/PTGFR/NEFL/POSTN/ADCY8/CARTPT/FGF2/CAV1/PTGDR2/MSTN/PARP1/SLIT2/AVPR1A/MMP14/TNFSF4/GBA1/NR3C1/SLIT3/PLN/GNAI1/CSN1S1/KLF9",72
"GO:0032355","response to estradiol","46/3925","108/18842",0.425925925925926,2.04466147676339,5.58474386984687,2.49698516844771e-07,1.38222534757245e-05,1.38222534757245e-05,"GHR/LEP/EZH2/F7/POU4F1/ZNF703/ESR1/PRKCA/CRYAB/TACR1/EGFR/ALDH1A2/CCND1/PTCH1/DRD2/HPGD/WNT7A/CCNA2/SSTR1/GPER1/TACR3/PENK/TXNIP/SLC6A4/ESR2/DUSP1/ENDOG/STAT5B/SSTR2/PCNA/UCN/SFRP1/STXBP1/COL1A1/PTGFR/ENO2/CARTPT/CRHBP/SOCS2/KIF18A/CAT/H2AZ1/FOXA1/CSN1S1/ADCYAP1R1/ARNT2",46
