"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
17854.6231168298,6.61989934443616,0.28076783948911,23.5778405264714,6.50645662415818e-123,1.71015705909373e-118,"ENSG00000099953.10"
6102.17440557596,7.43344281457311,0.316007082210475,23.5230260112402,2.37129144613521e-122,3.11635121851089e-118,"ENSG00000123500.10"
8653.81846483104,6.55653444752244,0.312953676267604,20.9504950563866,1.85690916810318e-97,1.62690001914747e-93,"ENSG00000060718.22"
742.035484211073,2.96919519358887,0.153263393267088,19.3731531730772,1.30044212192397e-83,8.54520518316244e-80,"ENSG00000077152.11"
3022.23101716126,-4.22758142909753,0.232616728623459,-18.174021507889,8.28940708075564e-74,4.35757551421162e-70,"ENSG00000165810.17"
936.458679952003,-5.03449671174302,0.293196788960907,-17.1710499613087,4.37435136256895e-66,1.91625752022937e-62,"ENSG00000165197.5"
936.911442962407,7.00036848853618,0.408261351197144,17.1467822462474,6.64304723938078e-66,2.49436933771264e-62,"ENSG00000196611.5"
664.890088571946,3.66772880741684,0.214055210081691,17.1344991136497,8.20565338286352e-66,2.69596741893981e-62,"ENSG00000117650.13"
623.778233436782,-6.06852973148216,0.362039266527116,-16.7620760855443,4.62198926953153e-63,1.34982628844852e-59,"ENSG00000167434.10"
463.019808871371,3.00575605171491,0.180573970067537,16.6455666372663,3.2586696489084e-62,7.8551034282021e-59,"ENSG00000183682.8"
2101.33737455603,-3.1901227027855,0.19177129413794,-16.6350376740476,3.88511431162028e-62,7.8551034282021e-59,"ENSG00000186642.16"
196.142288804429,5.44307492076148,0.327117518121521,16.639509103696,3.60561790297255e-62,7.8551034282021e-59,"ENSG00000230838.1"
21.1721923422162,-4.15566625375695,0.24972980958923,-16.6406495908215,3.53759567743309e-62,7.8551034282021e-59,"ENSG00000277631.5"
3735.68915377062,-3.99465657925924,0.240667304863982,-16.5982520206345,7.17501302727667e-62,1.34705744577814e-58,"ENSG00000168497.5"
820.393810196853,2.97051282450622,0.180659318469024,16.4426216686716,9.4730755694443e-61,1.65993545511516e-57,"ENSG00000087586.18"
28.495433181857,-4.45397685444615,0.27293894676369,-16.3185829917574,7.28060292869484e-60,1.19602104611135e-56,"ENSG00000224958.6"
117.932139872514,3.28788273781179,0.202473838506585,16.2385558651068,2.69186809862813e-59,4.16194477084363e-56,"ENSG00000187730.9"
1105.41057521337,3.77737582009779,0.233568513956954,16.1724530250423,7.88935067442046e-59,1.15202051736926e-55,"ENSG00000175063.17"
2324.95524670555,-5.35103944883917,0.33224926853522,-16.1054965521224,2.33416694249403e-58,3.22901283771121e-55,"ENSG00000161649.13"
535.726835245017,3.43249044170707,0.214559250577679,15.9978674070935,1.32227388431943e-57,1.73773233877259e-54,"ENSG00000143228.13"
189.886554533303,2.92846858556722,0.183126644690685,15.9914937037897,1.46476332330473e-57,1.83332567570198e-54,"ENSG00000025423.11"
2614.40710848667,-5.10085237583542,0.319493839559422,-15.9654169947985,2.22549342896937e-57,2.65885769486504e-54,"ENSG00000120049.20"
370.793817506972,-2.7881002156895,0.175011839750972,-15.9309234144201,3.86605389400897e-57,4.41805915435356e-54,"ENSG00000133116.8"
26746.4285152349,-4.8966335765303,0.308187627236546,-15.8884820277744,7.61493260087891e-57,8.33962035339588e-54,"ENSG00000175445.17"
1946.42834054767,-5.0920057603162,0.323051454362167,-15.762212773101,5.66154795898902e-56,5.95232506216269e-53,"ENSG00000123612.16"
888.356123303515,-3.41531178037781,0.218855304967511,-15.6053415332327,6.69504911242657e-55,6.76817964888539e-52,"ENSG00000101605.13"
132.301421325214,-3.11413108197861,0.199816258885249,-15.5849734118333,9.21016627643983e-55,8.96592631147943e-52,"ENSG00000245812.3"
191.245376739054,3.17285400844372,0.203828617608091,15.566283310346,1.23370661928909e-54,1.15809802790694e-51,"ENSG00000158402.20"
471.954312247668,-2.18663016948517,0.140870994274627,-15.5222171941397,2.45422192774224e-54,2.22437134995783e-51,"ENSG00000187824.9"
2399.3890722695,3.26015818941328,0.210305819586659,15.5019875142823,3.36325126170402e-54,2.94665653875429e-51,"ENSG00000088325.16"
1179.65830191327,-3.87568613775984,0.25066636496969,-15.4615324566121,6.30797908697169e-54,5.34835233296658e-51,"ENSG00000277494.2"
135.266742333727,3.30270893008013,0.213879555541697,15.4419103860361,8.55289306718744e-54,7.02513254306108e-51,"ENSG00000101115.13"
103.182808240866,6.74112676734039,0.436933664492973,15.4282613475502,1.05678956335372e-53,8.41716875248154e-51,"ENSG00000029559.7"
40.6097666015859,-3.8402652585086,0.249168048055839,-15.4123503734635,1.3520351875715e-53,1.04520273147439e-50,"ENSG00000240654.6"
939.547736893946,-7.60643931320402,0.494373458526593,-15.3860187718691,2.0315356911757e-53,1.52562526019606e-50,"ENSG00000034971.17"
116.744341910576,-2.97295641699981,0.193932663122099,-15.3298385591088,4.83185952238704e-53,3.52779432462281e-50,"ENSG00000262097.2"
443.293767768587,-2.9784063526505,0.194824121923776,-15.2876672726172,9.24010167659885e-53,6.56396844507363e-50,"ENSG00000078549.15"
3069.98010896324,3.54401016691009,0.232243974228502,15.2598584255331,1.41555112341343e-52,9.79114361257858e-50,"ENSG00000122641.11"
3105.72180330882,-5.07236649498759,0.333405124816104,-15.213822816267,2.86323480490495e-52,1.92967342595184e-49,"ENSG00000173641.18"
200.872919205924,-5.09784934680243,0.335570739820365,-15.1915788293442,4.02116426644502e-52,2.64230703948102e-49,"ENSG00000170509.12"
1335.20703432769,4.13382127507703,0.272179615217373,15.1878430417194,4.2569837441896e-52,2.72903806664096e-49,"ENSG00000165474.8"
84.911481156374,-5.61579723556089,0.370138404609125,-15.1721549713041,5.40719487084209e-52,3.38387404726699e-49,"ENSG00000286322.1"
2365.62381521235,-2.03681946254809,0.134348545930686,-15.1607108840534,6.43688402608788e-52,3.93458278469056e-49,"ENSG00000154721.15"
63.5009111485774,-4.60794703888941,0.304418933045882,-15.1368608804463,9.25259568671705e-52,5.50205173411746e-49,"ENSG00000091704.10"
123.276500821899,-2.74415338674898,0.181303581991582,-15.1356821338279,9.41988768966997e-52,5.50205173411746e-49,"ENSG00000243836.5"
1253.52347207619,3.38294209944736,0.223563882090889,15.1318811778015,9.98011900701177e-52,5.70255321696299e-49,"ENSG00000183856.11"
9825.22920975133,-4.03317702693769,0.266844615336708,-15.1143279464289,1.30293580533069e-51,7.28646057602381e-49,"ENSG00000123243.15"
2369.98826545673,-3.37362817789851,0.223613387024477,-15.0868792910383,1.97568151624936e-51,1.08185027027288e-48,"ENSG00000149090.12"
14473.1235714914,-4.16676524169626,0.276628975812068,-15.0626492740479,2.85128190402512e-51,1.52945088908972e-48,"ENSG00000119927.14"
267.748665215342,-4.2610065703071,0.283161206523073,-15.0479884678691,3.5589201954457e-51,1.87085316834189e-48,"ENSG00000135437.10"
2487.30538193731,-3.4449655855024,0.228983322204042,-15.0446135218209,3.74514375439397e-51,1.93014428314688e-48,"ENSG00000132170.23"
385.011063403469,5.97042073927197,0.39734987203414,15.0256012634603,4.99064382498799e-51,2.52257850569201e-48,"ENSG00000124493.14"
224.044557788474,3.43914156813539,0.229440511202211,14.9892516805997,8.63202978022026e-51,4.28083529704357e-48,"ENSG00000258227.7"
1133.15743055929,1.17540913078986,0.0784611941884501,14.9807703406442,9.80736570994894e-51,4.77364445037589e-48,"ENSG00000183155.5"
3450.59919891005,-3.53424781827999,0.236296687785627,-14.9568233537253,1.40577959187026e-50,6.71809287140323e-48,"ENSG00000169418.10"
513.033437718001,3.25685786589959,0.217793285839507,14.9538947141813,1.46900453845493e-50,6.89487773013383e-48,"ENSG00000160161.9"
425.148003350623,2.68053951282343,0.179372072156674,14.9440182108288,1.70383791282384e-50,7.85678521064244e-48,"ENSG00000075702.18"
92.7012771397926,-3.56035165515343,0.238460989847361,-14.930541290768,2.08566166346666e-50,9.45164330388925e-48,"ENSG00000227467.3"
6656.73978214139,-2.98083319133885,0.199748651308976,-14.9229202390359,2.33812568114489e-50,1.04161517632563e-47,"ENSG00000136960.13"
6128.50301535905,-5.44393103148237,0.365491152557977,-14.8948366968167,3.56053507275779e-50,1.55975173087276e-47,"ENSG00000138207.14"
22187.4887796494,1.31766853470955,0.0885146833050258,14.8864401420135,4.03699176812521e-50,1.73948019071153e-47,"ENSG00000143549.21"
835.421071196148,2.7149963278819,0.182475007607707,14.8787297694965,4.530188640424e-50,1.92050771330491e-47,"ENSG00000105011.9"
829.834634164971,3.44874297551866,0.231950216506219,14.8684619806173,5.28127082653471e-50,2.16895191257247e-47,"ENSG00000090889.12"
3911.23549852664,-2.89836570437205,0.194933228571901,-14.8685051061112,5.27787033182532e-50,2.16895191257247e-47,"ENSG00000154736.6"
1749.75816043376,2.34553708150506,0.157872251225216,14.8571839781963,6.24975208068908e-50,2.52720744136664e-47,"ENSG00000134057.15"
27572.1698508857,-4.45709633575614,0.300609934332218,-14.8268431170022,9.82457964022939e-50,3.91256441308772e-47,"ENSG00000022267.19"
502.86784716178,-4.853907650584,0.327421256547211,-14.8246564739578,1.01497814361095e-49,3.98174410845824e-47,"ENSG00000172901.20"
475.781361830106,-4.11282751842266,0.277727011517967,-14.8088855165483,1.28350762140178e-49,4.96113445895947e-47,"ENSG00000231246.2"
226.40436898973,2.53422552410199,0.17160981577434,14.767369294507,2.37815775953597e-49,9.05905776110773e-47,"ENSG00000162062.15"
844.514934089171,-3.59397991407851,0.243412249185816,-14.7649920088242,2.46351481922728e-49,9.25014621550997e-47,"ENSG00000168874.13"
10946.6106827128,-4.7193538062548,0.31975452535659,-14.7593026275133,2.68037992720348e-49,9.78487583425227e-47,"ENSG00000079435.10"
3375.89060914986,2.85114623639271,0.193170515449632,14.7597382020556,2.66312549329601e-49,9.78487583425227e-47,"ENSG00000117724.13"
14325.7884651114,-3.88875870004307,0.263529742917548,-14.7564318812384,2.79691609985092e-49,1.00704305162304e-46,"ENSG00000131471.7"
477.147332544571,3.57307949206683,0.242380716755672,14.7415996614475,3.48432612833134e-49,1.23759497239271e-46,"ENSG00000127564.17"
1263.32009924538,3.60887602026739,0.24512411378595,14.7226479048845,4.61240364612136e-49,1.61643223246205e-46,"ENSG00000104415.14"
996.627985145349,2.76895338516024,0.188087742614723,14.7216046440205,4.68412139218763e-49,1.61996640358237e-46,"ENSG00000143476.18"
3008.30849188749,-5.35732705641187,0.363942808664842,-14.7202443044986,4.7793062111716e-49,1.63141927862902e-46,"ENSG00000165269.13"
255.817990564369,2.65323666010214,0.180428623930405,14.7051870280048,5.97057354770726e-49,2.01193019394792e-46,"ENSG00000152253.9"
698.559332322386,-4.25334037574144,0.28978181524198,-14.6777339088367,8.95329058075864e-49,2.97883910917291e-46,"ENSG00000181856.15"
273.423962657642,3.15895457372273,0.215610348644974,14.6512196356785,1.32319015054492e-48,4.34734123961535e-46,"ENSG00000154839.10"
330.177294446356,2.74668794039644,0.187832848458723,14.6230436419114,2.00244460098412e-48,6.49780912250204e-46,"ENSG00000169258.7"
37471.5958213315,-2.92824200254037,0.200703275586234,-14.5899063878617,3.25644168755765e-48,1.04380869897275e-45,"ENSG00000079308.19"
760.816239354191,3.46039224385508,0.237528037586418,14.5683527680227,4.4652843799212e-48,1.41404258604637e-45,"ENSG00000103888.17"
1143.65707553791,2.95292524270961,0.202741313859112,14.5649901665412,4.69052037345986e-48,1.46768616066689e-45,"ENSG00000237649.8"
568.042482612929,2.40569835070009,0.165223843636436,14.5602371773511,5.02830450399521e-48,1.55487006568247e-45,"ENSG00000162073.14"
214.060143787812,2.90716535376682,0.199914325776068,14.542056165716,6.55924392245232e-48,2.00468799136903e-45,"ENSG00000166803.14"
145.788405132983,-4.274010463349,0.294167420967703,-14.529176784054,7.91660897318773e-48,2.39172586495708e-45,"ENSG00000229108.2"
756.361460327584,3.13931917940629,0.216279330662372,14.5151141803144,9.71957131824606e-48,2.90305923328158e-45,"ENSG00000166851.15"
726.407180398489,2.83971667367795,0.195971046623299,14.4904909302063,1.39144755257913e-47,4.10930421033594e-45,"ENSG00000164611.13"
1627.89843779618,-3.55836277809111,0.245903347365232,-14.4705747856535,1.85912055004879e-47,5.4294582819425e-45,"ENSG00000154258.17"
